Recipient Org:Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360g-cabinetoffice-time_step_community_hub,1148379,24362,,1,,,,,,,1,1,,,,,,1,,1,,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-time_step_community_hub,1148379,24362,,1,,,,,,,1,1,,,,,,1,,1,,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-tinsley_advice_service,700224,,1,,,1,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,1,1,,,
360g-cabinetoffice-tinsley_forum,1131895,160415,,1,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-tipton_food_bank,1158120,4925,,,,,1,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,1,,,
360g-cabinetoffice-tipton_food_bank,1158120,4925,,,,,1,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,1,,,
360g-cabinetoffice-tipton_listeners_service,1094047,1500,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,
360g-cabinetoffice-tipton_litter_watch,1098378,108394,1,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,1,,,,1,,1,1,1,1,
360g-cabinetoffice-titans_community_foundation,1112722,52934,,1,,1,,,,,,1,,,1,,,,,1,1,1,1,,,1,,,,1,1,1,,,,
360g-cabinetoffice-together_for_peace,1125153,32653,,1,,,1,,,1,1,1,,,1,,,,,1,,,,1,,1,,1,,,1,,1,,,
360g-cabinetoffice-torbay_advice_network,1118604,20394,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,
360g-cabinetoffice-torbay_community_development_trust,1140896,480307,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,,,1,1,1,,1,
360g-cabinetoffice-torbay_community_development_trust,1140896,480307,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,,,1,1,1,,1,
360g-cabinetoffice-torbay_community_development_trust,1140896,480307,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,,,1,1,1,,1,
360g-cabinetoffice-torbay_recovery_information_project,1156631,27323,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1
360g-cabinetoffice-torbay_street_pastors,1123087,24554,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-trade_base_trust,1159828,3090,,1,1,1,1,,,,,,,1,,,,1,,1,,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-trade_base_trust,1159828,3090,,1,1,1,1,,,,,,,1,,,,1,,1,,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-transforming_futures,1169250,,,,,,,,,,,,,,1,,,,1,1,,,,,1,,,,,1,,1,1,,,
360g-cabinetoffice-travelling_light_theatre_company,1065012,358870,,1,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360g-cabinetoffice-tree_life_club,1146505,35160,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-tree_of_life_centre,1099847,319247,1,1,1,,1,,,,1,,,1,1,,,,,1,1,1,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-trics,1128220,19594,,1,,,,,,,,,,,1,,,,,1,1,1,,,,1,,,,1,1,1,,,,
360g-cabinetoffice-trinity_disability_club,1085860,3153,,,,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,
360g-cabinetoffice-trinity_family_centre,1119349,135162,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-trinity_housing_resource_centre,1003826,63618,1,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-triple_c_(liverpool),1118424,58536,1,,,,1,,,,,,,,1,,,,1,1,1,1,,,,1,,,,1,,1,1,,,1
360g-cabinetoffice-tsp_youth_space,1148244,,,1,,,,,,,,1,,,,,,1,1,1,,1,1,1,,,,,,,1,1,1,,,
360g-cabinetoffice-tuebrook_community_centre_group,505433,20251,1,,,,,,,1,,1,,,1,,,,,1,1,1,,,,1,,,,1,1,,,,1,
360g-cabinetoffice-tuebrook_hope_group,1133489,30076,,,1,,1,,,,,1,,,1,,,1,,,,,,1,,1,,1,,,1,,,,1,
360g-cabinetoffice-turf_projects,1160527,51004,,,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360g-cabinetoffice-twinkle_toes,1146000,,,,1,1,,,,,,,,,,,,,,1,,1,,,,,1,,,,,1,,1,,1
360g-cabinetoffice-tyne_gateway_trust,1144453,423822,,1,,,1,,,,,,,,1,,,,,1,,,,,1,1,,,,,,1,1,,,
360g-cabinetoffice-uk-drc_bridge,1142933,8870,1,,1,,1,1,,,1,,,,1,,1,,1,1,1,1,,1,1,1,,,1,1,1,1,1,,,1
360g-cabinetoffice-uk-drc_bridge,1142933,8870,1,,1,,1,1,,,1,,,,1,,1,,1,1,1,1,,1,1,1,,,1,1,1,1,1,,,1
360g-cabinetoffice-uk-drc_bridge,1142933,8870,1,,1,,1,1,,,1,,,,1,,1,,1,1,1,1,,1,1,1,,,1,1,1,1,1,,,1
360g-cabinetoffice-uk-drc_bridge,1142933,8870,1,,1,,1,1,,,1,,,,1,,1,,1,1,1,1,,1,1,1,,,1,1,1,1,1,,,1
360g-cabinetoffice-ukim,1127246,0,,1,,,1,1,,1,,,,,,,,,,1,,,1,1,,,1,,1,,1,,,,1,
360g-cabinetoffice-undercliffe_cemetery_charity,519751,48423,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-united_multicultural_centre,1099066,34044,1,1,,,,,,,1,1,,1,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-united_multicultural_centre,1099066,34044,1,1,,,,,,,1,1,,1,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-university_of_lincoln_students_union,1138187,3033977,1,1,,1,,,,,1,1,,,,,,1,1,1,,1,1,1,1,,,,1,1,1,1,1,,,1
360g-cabinetoffice-university_of_lincoln_students_union,1138187,3033977,1,1,,1,,,,,1,1,,,,,,1,1,1,,1,1,1,1,,,,1,1,1,1,1,,,1
360g-cabinetoffice-upper_norwood_association_for_community_care,265270,86601,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,1,,,
360g-cabinetoffice-upton_vale_baptist_church,1132159,409307,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1
360g-cabinetoffice-urban_angels,1108709,,,1,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-urban_devotion_birmingham,1112460,220232,,1,,,1,,,1,1,1,,,1,,,,,1,,,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-victim_support_barnet,286020,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-victoria_music_ltd,1156101,5708,,1,,,,,,,1,,,,,,,,,1,1,1,,,,1,,,,,,1,,,,
360g-cabinetoffice-viking_centre_&_youth_club_limited,1102969,39000,,1,,,,,,,1,1,,,1,,,,,1,1,1,1,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-village_playhouse,1123069,,,1,,1,1,,,,1,,,,1,,,,,1,,1,,,,,,,,,,1,,,,
360g-cabinetoffice-vintage_community_church,1135230,,,1,,,1,,,1,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-vita_nova,1092735,44780,,1,,,,,,,1,,,,,,,,,1,,,,,1,1,,,,1,,1,1,,,1
360g-cabinetoffice-voluntary_action_rotherham,1075995,1892629,1,1,,,,,,,,,,,1,,,,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,1
360g-cabinetoffice-voluntary_action_rotherham,1075995,1892629,1,1,,,,,,,,,,,1,,,,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,1
360g-cabinetoffice-vulcan_boxing_club,1165136,0,1,1,1,,1,,,,,1,,,,,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,,,
360g-cabinetoffice-wakefield_autism_leisure_club,1094053,19599,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1
360g-cabinetoffice-walking_with_in_north_tyneside,1166123,11011,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,1,,,,
360g-cabinetoffice-walkley_community_recreational_trust,1064790,606,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,1,,,,,
360g-cabinetoffice-wallsend_memorial_hall_&_people's_centre,1140467,119464,1,1,1,,1,,,,,,,,1,,,,,1,1,1,,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-walsall_bangladeshi_progressive_society,1021669,77088,,1,,,,,,,1,,,,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-walsall_black_sisters_collective,1009687,116152,1,1,1,1,1,,,,1,1,,,1,,,,,1,1,1,1,,1,1,,,,,1,1,1,1,,
360g-cabinetoffice-walsall_deaf_community_services,1147856,186726,,1,,1,,,,,,,,,1,,,1,,,1,1,,1,,,,,,,1,1,1,1,,
360g-cabinetoffice-waltham_forest_asian_mothers_group,1092967,262059,,1,,1,1,,,,1,1,,,1,,,,,1,1,1,1,,,,,,,,,1,1,,,
360g-cabinetoffice-waltham_forest_asian_seniors_club,1079479,21981,1,,,,1,,,,1,1,,,,,,,1,,1,1,1,,,,,,,,,1,1,,,
360g-cabinetoffice-waltham_forest_asian_seniors'_club,1079479,21981,1,,,,1,,,,1,1,,,,,,,1,,1,1,1,,,,,,,,,1,1,,,
360g-cabinetoffice-walthamstow_toy_library_and_play_centre,270746,53244,,1,1,,1,,,,1,,,,1,,,1,,1,,,,,1,,,,,,1,1,1,,,
360g-cabinetoffice-walton_street_community_and_leisure_association,1098623,24745,,,1,,,,,,,1,,,,,,1,,1,1,1,,,,,,,,,1,,,,,
360g-cabinetoffice-wardleworth_community_centre,702903,56359,1,1,,,,,,,,1,,,1,,,,,1,1,1,1,1,,1,,,,,1,,1,,,
360g-cabinetoffice-wardleworth_community_centre_association,702903,56359,1,1,,,,,,,,1,,,1,,,,,1,1,1,1,1,,1,,,,,1,,1,,,
360g-cabinetoffice-warley_community_association,513586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-warrington_youth_for_christ,1067365,150395,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,
360g-cabinetoffice-warstock_community_centre,216905,75848,,,,,,,,,1,1,,,1,,,1,,1,1,1,,,,1,,,,,1,1,1,,1,
360g-cabinetoffice-warwickshire_wildlife_trust,209200,6407808,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-warwickshire_wildlife_trust,209200,6407808,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-warwickshire_wildlife_trust,209200,6407808,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-waterfront_christian_fellowship,1059128,30708,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,1,,,,,,,
360g-cabinetoffice-waterways_action_group,1104156,1998,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,1,1,,
360g-cabinetoffice-wayside_community_centre,1002698,91758,1,1,1,,1,1,,1,1,1,,,,,,1,1,,1,,1,,,1,,,,1,,1,1,,,
360g-cabinetoffice-wednesbury_fellowship_of_the_disabled,506736,6734,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,
360g-cabinetoffice-wednesbury_learning_community_trust,1146417,71104,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-wednesbury_sons_of_rest,218857,856,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,1,,,,,
360g-cabinetoffice-wessex_community_action,1019716,226004,1,1,1,,,,,,,,,,1,,,,,,1,1,,1,1,1,,,,1,,,1,,1,
360g-cabinetoffice-west_bowling_youth_initiative,1143500,64861,,1,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,1,,,
360g-cabinetoffice-west_bromwich_central_townswomen's_guild,1095761,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
360g-cabinetoffice-west_chadsmoor_family_centre,1116541,82503,1,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,1,1,1,,1,
360g-cabinetoffice-west_everton_community_centre,508947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-west_harton_action_station,1075913,141466,,1,,,1,,,,,,,,1,,,,,,,,,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-west_harton_churches_action_station,1075913,141466,,1,,,1,,,,,,,,1,,,,,,,,,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-west_hill_community_services,1113424,58135,1,1,,1,1,,,,1,1,,,1,,,,,1,1,1,,,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-west_marsh_development_trust,1112613,51928,,1,,1,1,,,,1,1,,,1,,,,,1,1,1,1,1,1,1,,,,,1,1,1,,,
360g-cabinetoffice-west_paulsgrove_scout_&_community_association,1106313,27662,,1,,,,,,,,1,,,1,,,,,1,1,,,,1,,,,,,1,,,,,
360g-cabinetoffice-west_runcorn_youth_club,517856,22042,1,1,1,1,,,,,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,1,1,,1,,,1
360g-cabinetoffice-west_view_project,1157034,9415,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-west_yorkshire_playhouse,255460,9106484,,1,,,,,,,1,,,,,,,,,1,1,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-westborough_methodist_church,1133833,123776,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-westcotes_street_pastors,1151311,4751,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,
360g-cabinetoffice-westley_vale_millennium_green_trust,1073377,163,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-westwood_and_coldhurst_women's_association,1081976,101820,1,1,,,,,,,1,,,1,1,,,1,,1,1,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-wheal_martyn_trust,1001838,725785,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-wheels_for_wellbeing,1120905,376657,,,1,1,,,,,,1,,,,,,1,,1,1,1,,,,,,,,,,1,,,,
360g-cabinetoffice-whitecote_pta,1104025,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
360g-cabinetoffice-whitehawk_inn,1061862,260002,1,1,1,1,1,,,,,,,,1,,,,,1,1,1,,,1,1,,,,,1,1,1,,,
360g-cabinetoffice-whitemoss_club_for_young_people,521239,62475,1,1,,1,1,,,,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,1,1
360g-cabinetoffice-wigan_athletic_community_trust,1120745,845177,1,1,,1,,,,,,1,,,,,,,,1,,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-wigan_athletic_community_trust,1120745,845177,1,1,,1,,,,,,1,,,,,,,,1,,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-wigan_athletic_community_trust,1120745,845177,1,1,,1,,,,,,1,,,,,,,,1,,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-wigan_council_for_voluntary_youth_service,1081178,133788,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,
360g-cabinetoffice-wild_earth,1123541,,1,1,,,,,,,,,,1,1,,,,,,,,,1,,1,,1,,1,,,1,,,1
360g-cabinetoffice-william_sutton_trust_sports_association,1097002,15722,1,1,,,,,,,,1,,,,,,,1,1,1,1,,,1,1,,,,1,1,1,,,,1
360g-cabinetoffice-willows_community_church,1052074,35793,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1
360g-cabinetoffice-wirral_holistic_care_services,702114,166295,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,
360g-cabinetoffice-withernsea_and_district_disability_action_group,1109818,4226,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
360g-cabinetoffice-withernsea_and_holderness_play_action,1080710,15298,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,
360g-cabinetoffice-withernsea_and_ward_community_gym_and_recreation_facility,1152021,5077,,1,1,,,,,,,1,,,,,,1,,1,,,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-witton_lodge_community_association,1039005,1893065,1,,,,1,,1,,,,,,1,,,,,1,1,1,,1,1,1,,1,,,1,,1,,,
360g-cabinetoffice-wollescote_community_association,506451,6628,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
360g-cabinetoffice-wolverhampton_north_district_scouts,1150887,22881,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-wolverhampton_north_district_scouts,1150887,22881,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-wolverhampton_sea_cadets,509874,9323,,1,,1,,,,,,1,,,1,,,1,,1,,1,,,,,,,,1,1,,,,,
360g-cabinetoffice-wombwell_thespians,1013214,7392,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-women_of_destiny,1060692,,1,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,,,,,,,,1,1,,,
360g-cabinetoffice-women's_enterprising_breakthrough,1045403,231241,,1,1,1,1,,,,1,,,,1,,1,1,1,1,1,1,,,1,1,,,,1,1,1,1,,,1
360g-cabinetoffice-women's_help_centre,1044394,39659,,1,,,1,,,,,,,,1,,,,,1,1,,,,1,,,,,,,1,1,,,
360g-cabinetoffice-woodbank_community_association,520119,26727,,1,,,,,,1,,1,,,,,,,,1,1,,,1,,1,,,,,1,,,,,
360g-cabinetoffice-woodhouse_and_district_community_forum,1112687,150199,,1,,1,1,,,,,1,,1,1,,,,1,1,1,1,,,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-woodland_glade_playgroup,1043534,35393,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-woodland_view_dementia_support_group,1160799,10102,,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
360g-cabinetoffice-worcester_volunteer_centre,1060980,242268,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-worcester_volunteer_centre,1060980,242268,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-worsbrough_brass,1070471,6259,,1,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360g-cabinetoffice-worsbrough_bridge_bowling_club,1105735,10482,1,,,1,,,,,,1,,1,,,,1,,1,1,1,,,,1,,,,,1,,1,,,
360g-cabinetoffice-worsbrough_sports_and_development_association,1097312,32325,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,1,
360g-cabinetoffice-worthing_churches_homeless_project,1027832,2518702,,,,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,1,1,1,,,
360g-cabinetoffice-wythenshawe_community_farm,515619,,,1,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,
360g-cabinetoffice-wythenshawe_community_initiative,1112990,86905,1,1,,,1,,,,1,1,,,1,,,,,1,,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-wythenshawe_community_initiative,1112990,86905,1,1,,,1,,,,1,1,,,1,,,,,1,,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-wythenshawe_community_media,1143638,78006,,1,,,1,,,,1,1,,,1,,,1,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-wythenshawe_community_media,1143638,78006,,1,,,1,,,,1,1,,,1,,,1,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-xplode_magazine_bolton,1155789,21078,1,1,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,1,1,,,
360g-cabinetoffice-xplode_magazine_bolton,1155789,21078,1,1,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,1,1,,,
360g-cabinetoffice-xtnd_improving_futures,1141966,138739,,1,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,1,,,,
360g-cabinetoffice-yardley_wood_baptist_charitable_company,1145815,90672,,1,,,1,,,1,,,,,1,,,,,1,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-yellow_house,1025950,71271,1,1,,,,,,,1,,,,1,,,,,1,,1,,,1,,,,,1,1,1,1,,,
360g-cabinetoffice-yemeni_community_association_birmingham,1057470,28761,1,1,1,1,1,,,,1,1,,,1,,,,1,1,1,1,1,,,1,,,,,1,1,1,,1,1
360g-cabinetoffice-yetga_theatre_school,1138403,13494,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-yetga_theatre_school,1138403,13494,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-yetton_together,1163247,9983,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-ymca_cambridgeshire_&_peterborough,1069810,5072665,1,1,,1,,,1,,,1,,,,,,,1,1,,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-ymca_derbyshire,1049904,3564000,,1,,,,,1,,,,,,,,,,1,1,1,1,,,1,1,,,,,1,1,1,,,1
360g-cabinetoffice-ymca_north_staffordshire,1100749,3218188,1,1,1,,1,,1,1,1,1,,,,,,1,,1,,1,,,1,1,,,,1,1,1,1,,,
360g-cabinetoffice-ymca_north_tyneside,1011495,1945887,1,1,1,1,,,1,1,1,1,,,,,,1,,1,1,1,,,,1,,,,,1,1,,,,1
360g-cabinetoffice-ymca_suffolk,1077084,2797847,1,,,,,,1,1,,1,,,,,,,,1,,1,,,,,,,,,1,1,,,,
360g-cabinetoffice-ymca_white_rose,243410,997614,1,1,,1,,,1,1,1,1,,,,,,1,,1,,1,,,,1,,,,1,1,1,,,,
360g-cabinetoffice-ymca_white_rose,243410,997614,1,1,,1,,,1,1,1,1,,,,,,1,,1,,1,,,,1,,,,1,1,1,,,,
360g-cabinetoffice-young_asian_voices,1054783,119670,1,1,,1,,,,,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,1,,
360g-cabinetoffice-young_muslim_organisation,1000956,,,1,,,,,,1,,1,,,,,,,,1,,,1,,,,,,,1,1,1,1,,,
360g-cabinetoffice-young_people_are_our_future,1149047,,,1,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,,1,1,,,
360g-cabinetoffice-youth_almighty_project,1136975,161235,1,1,,,1,,,,1,1,,1,,,1,1,,1,1,1,1,1,,1,,1,,,1,1,,,1,
360g-cabinetoffice-youth_at_the_lane,512720,559129,1,1,1,,,,,,1,1,,,1,,,,,1,,1,,1,,,,1,1,,,1,1,,1,
360g-cabinetoffice-youth_connections,SC030349,142029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-youth_engagement_project,1157049,11827,1,1,,,1,,,,,,,,1,,,1,,1,,,,,,,,,,,1,1,1,,,
360g-cabinetoffice-youth_projects_4_wheels,1135904,36160,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,
360g-cabinetoffice-zero_centre_(merseyside),1089469,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,,
360g-cabinetoffice-zero_centre_(merseyside),1089469,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,,
360g-cabinetoffice-zest_health_for_life,1125805,524248,,1,1,,,,,,,1,,,1,,,,,1,1,,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-zest_health_for_life,1125805,524248,,1,1,,,,,,,1,,,1,,,,,1,1,,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-zest_health_for_life,1125805,524248,,1,1,,,,,,,1,,,1,,,,,1,1,,,,,1,,,,1,,1,1,,,
