Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360G-blf-0031004657,306016,19017084,1,1,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,1,,,1,1
360G-blf-0031004626,1079009,23664,,1,,1,1,,,,,,,,,,,,1,,,1,,,1,,,,,1,,1,1,,,
360G-blf-0031004629,1114773,48811,1,1,1,1,1,,,1,1,1,,,1,,,,,1,,,,,1,1,,,,1,1,1,1,,,
360G-blf-0031004627,1108100,240730,1,1,1,1,,,,,1,1,,1,,,,,,,1,1,,,,1,,,,1,1,1,1,1,,
360G-blf-0031004612,1077860,4893,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,1,1,,,,
360G-blf-0031004642,1024836,128909,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360G-blf-0031004621,1107432,16993000,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,,,
360G-blf-0031004636,1154296,5170,,1,1,1,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,1,1,,,
360G-blf-0031004655,294555,23708527,1,1,,,,,1,,,,,,1,,,,1,1,1,1,1,,1,1,,,,,1,1,1,,,1
360G-blf-0031004624,1134570,66093,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,,
360G-blf-0031004614,245134,9487,1,,,,,,,,1,1,,,,,,1,,1,1,1,,1,1,1,,,,,1,,,,,
360G-blf-0031004640,1112453,77940,1,1,1,1,,,,,1,1,,,1,,1,,1,1,,1,,1,1,,,,,,,1,1,1,1,1
360G-blf-0031004623,1056035,757030,,1,,,,,,,1,1,,1,,,,,1,1,,,,1,,,,,,1,1,1,1,,1,1
360G-blf-0031004618,801391,196148,,1,1,1,,,,,,,,1,,,,,,,1,1,,,,,,,,1,1,1,,,,
360G-blf-0031004625,1104506,113395,,,,1,,,,,1,1,,,,,,,,1,,1,,,,,,,,1,1,1,1,,,
360G-blf-0031004630,1108443,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0031004628,1076857,607854,,1,,,1,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,1,,,
360G-blf-0031004622,1035924,35443,,1,1,,,,,,,1,,,,,,,,1,,,,,,1,,,,,1,1,1,,,
360G-blf-0031004638,1048836,183101,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,
360G-blf-0031004633,287549,19881,,,,,,,,,1,1,,,,,,,,1,1,,,,1,,,,,,1,,,,,
360G-blf-0031004476,1089487,26531,1,1,1,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,,,,1,,1,1,,,1
360G-blf-0031004729,SC028630,10646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004686,SC034152,125947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004706,SC033266,1995665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004736,SC020865,338163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004738,SC041202,23159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004742,SC009128,68260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004731,SC039095,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004711,SC036035,1155355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004724,SC023938,1347322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004720,SC030814,469281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004689,SC043571,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004695,SC011580,32209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004610,SC010985,1724642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004732,SC044012,6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004744,SC031854,2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031004723,SC033497,38534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005134,219279,161317000,1,1,1,1,1,,1,,,,,,1,,,,,,,,,,1,,1,1,,1,1,1,1,,,1
360G-blf-0031004809,520830,10689,,,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031004846,301389,13003,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,
360G-blf-0031004861,1122735,197092,1,,1,1,,,,,,,,,1,,,,,,1,1,,,,1,,,,,,1,,,,
360G-blf-0031004802,1154566,25489,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,1,,
360G-blf-0031004847,1151775,65232,,,,1,1,,,,,,,,,,,1,,1,1,1,,,,1,,,,,1,1,,,,
360G-blf-0031004857,519757,45050,1,1,,,,,,,,1,,1,1,,,,,1,1,1,,,,1,,,,1,1,,1,,,
360G-blf-0031004855,1019965,63081,1,1,1,1,1,,,,,,,,1,,,,,1,1,1,1,1,1,1,,1,,1,,,1,1,1,
360G-blf-0031004844,239863,1786000,,,,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,,,1,1,1,1,,
360G-blf-0031004833,801112,94291,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,
360G-blf-0031004848,1154163,9944,,1,1,,,,,,,1,,,1,,,1,,1,1,1,1,,,1,1,1,,,,1,,1,,
360G-blf-0031004800,1149792,174510,1,1,1,,1,,1,,,,,,,,,,,,,1,,1,1,1,1,1,,1,,1,1,,,1
360G-blf-0031004811,1138183,385857,1,1,1,,,,,,,1,,,1,,,,,1,,1,1,1,,1,,,,,,1,,1,,1
360G-blf-0031004804,1125546,9760,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,
360G-blf-0031004830,1017409,357919,,1,,,,,,,1,,,,,,,,,1,1,1,1,,,1,,,,1,,1,1,,,
360G-blf-0031004801,1158242,91415,,1,1,,1,,,,,,,,1,,,1,,1,1,1,1,,,1,,,,,1,1,1,,,
360G-blf-0031004812,1153151,56865,,1,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,1,1,,,,
360G-blf-0031004856,701410,,,1,1,1,,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,1,1,,,
360G-blf-0031004816,1081090,466622,1,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,1,,,,
360G-blf-0031004840,1153133,145812,,1,,,,,,,,1,,1,,,,1,1,1,1,1,,1,,1,,,,,1,1,1,,1,
360G-blf-0031004828,1087607,,1,,,,1,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,
360G-blf-0031004852,304076,30929,1,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0031004853,1148961,24148,,1,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,1,1,,,,
360G-blf-0031004842,1125163,475937,,1,,1,1,,,,,1,,,1,,,1,,1,1,1,1,1,,1,,,,1,1,1,,,,
360G-blf-0031004821,1060002,226824,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,1
360G-blf-0031004864,700203,233576,1,1,,1,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,1,1,,,
360G-blf-0031004799,701830,9990,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,1,,,,,,
360G-blf-0031005065,293398,4088,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,
360G-blf-0031005054,1092754,379976,,1,,,,,,,,1,,1,1,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0031005063,521466,97303,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,
360G-blf-0031005051,1096859,82684,,1,,,,,,,1,,,,1,,,,,1,1,1,,,,1,,,,1,1,1,1,,,
360G-blf-0031005018,250500,21824,1,,,,1,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,,,
360G-blf-0031005079,1114033,241945,1,1,1,1,,,,,1,1,,1,1,,,,,1,1,1,1,,1,1,,,,,1,1,1,,1,
360G-blf-0031005020,1046443,1458865,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,1,1,1,,
360G-blf-0031005042,219279,161317000,1,1,1,1,1,,1,,,,,,1,,,,,,,,,,1,,1,1,,1,1,1,1,,,1
360G-blf-0031005050,1001582,1662254,,1,1,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,1,,,
360G-blf-0031005025,1128424,42700,1,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,,
360G-blf-0031005031,1005145,498512,1,,,1,1,,,,,,,,1,,,1,,,1,1,,,,,,,,1,1,1,1,,1,
360G-blf-0031005030,1135407,269555,,,1,,1,,,,1,,,,,,,,,1,,,,,1,,,,,,,1,1,1,,1
360G-blf-0031005027,1120352,72569,,,,,,,,,,1,,,,,,,,1,,1,,1,,1,,,,,1,,,,,
360G-blf-0031005045,1127578,298004,,1,,,,,,,1,,,,,,,,,1,,,,1,,1,,,,1,,1,1,1,1,
360G-blf-0031005016,1096727,1656447,,,1,1,,,1,,,,,,,,,,,1,,1,,,,,,,,1,,1,1,,,
360G-blf-0031005022,1121312,6898,1,1,1,,1,,,1,,,,,1,,1,,,,,,1,,,1,,,,,,1,1,,1,1
360G-blf-0031005046,521929,6711,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,1,,,,,
360G-blf-0031005081,1150341,99479,,1,1,,,,,,1,,,,,,,,,1,,1,,1,,,,,,1,,1,1,1,1,
360G-blf-0031005064,1118523,199043,1,1,,,1,,,,1,,,,1,,,1,,1,1,1,1,,,,,,,,1,1,,,,
360G-blf-0031005067,1139062,228279,1,1,,,,,,,1,1,,,1,,,,,1,1,1,1,1,,1,,,,1,1,,,,,
360G-blf-0031005060,1112122,20321,,1,,,,,,1,1,1,,,,,,,,1,1,,1,,,,,,,,1,,,,,
360G-blf-0031005062,1137150,4506,1,1,1,,1,1,,,,,,,1,,,,1,,,,,1,,1,1,1,1,1,1,1,1,1,,1
360G-blf-0031005076,1131468,45153,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031005056,1127786,14437,1,1,1,,1,,,,1,1,,1,1,,,,,1,1,,1,,,,,,,1,,1,1,1,,
360G-blf-0031005066,1137667,19705,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,1
360G-blf-0031005043,1070147,22393,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031005039,1091927,1583703,1,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,1,1,1,,,,
360G-blf-0031005032,1050055,29551,,,,,1,,,1,,,,,,,,,,,1,,,,1,1,,,,1,,1,1,,,
360G-blf-0031005073,1155788,74043,,1,1,1,,,1,,,,,,1,,1,,,1,1,1,,,1,1,1,1,,,,1,1,1,1,
360G-blf-0031005044,1153005,22777,1,1,,,,,,,1,1,,,1,,,,1,1,,,,,,1,,,,,1,1,,,,1
360G-blf-0031005048,1096178,335914,1,1,,,1,1,1,1,,,,,1,,,,,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,
360G-blf-0031005014,276676,98645,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0031005059,1078556,10000,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1
360G-blf-0031005088,1139178,101005,,1,1,,,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,,
360G-blf-0031005034,1143837,8627,,1,1,,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,1,1,,,
360G-blf-0031005163,1145385,9818,,1,,,,,,1,1,1,1,,,,,1,,1,1,1,,1,1,1,,,,,1,,,,,
360G-blf-0031005512,1099960,372895,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
360G-blf-0031007269,1131306,187650,,1,1,,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,1,1,,,
360G-blf-0031005172,1095035,1035306,1,1,,,1,,,1,,,,,1,,,,,1,,,,,,1,,,,1,1,1,1,,1,
360G-blf-0031005161,1077194,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,
360G-blf-0031005310,1148598,24880,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,
360G-blf-0031005148,1106323,70996,1,1,,,,,,,1,,,1,1,,,1,,1,1,1,,,,1,,,,,1,,,,,1
360G-blf-0031005309,1046097,1859268,,1,,1,,,,,,,,1,1,,,,,,,1,,,,,,,,,1,1,1,,,
360G-blf-0031005326,256391,,1,1,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,1,,,,,,
360G-blf-0031005307,1098606,676562,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,
360G-blf-0031005320,1097505,267174,,1,,,,,,,,,,1,1,,,,,,,,,,,1,,,,1,,1,1,1,,
360G-blf-0031005156,701032,10141,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,,1,,,,,
360G-blf-0031005162,1111718,3739,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,
360G-blf-0031005153,518300,,,1,1,1,,,,,,1,,,,,,,,,,1,,,,1,,,,1,1,1,1,,,
360G-blf-0031005312,1161025,9290,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,
360G-blf-0031005152,1004002,35835,1,1,,,,,,,,,,1,,,,,,1,1,1,,,1,1,,,,,1,,1,1,,
360G-blf-0031005149,1122645,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,
360G-blf-0031005226,294922,6033,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1
360G-blf-0031005230,1028912,60874,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,,,
360G-blf-0031005221,1152809,11884,,1,,1,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,1,,,,
360G-blf-0031005301,303452,17210,,1,,,,,,,,1,,,1,,,,,1,,,,,,1,,,,1,1,1,1,,,
360G-blf-0031005283,1028820,125590,,1,1,1,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,,,
360G-blf-0031005286,1100405,344357,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
360G-blf-0031005260,1150419,26169,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,
360G-blf-0031005244,1146074,89859,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,
360G-blf-0031005225,1076951,176447,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,
360G-blf-0031005233,1132927,623982,1,1,1,1,1,,,,,,,,1,,,,,,,,,1,,1,,,,1,1,1,1,,,
360G-blf-0031005223,1131749,41629,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,
360G-blf-0031005306,1091544,1397000,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,
360G-blf-0031005281,1139889,28478,1,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,1,1,1,,,1
360G-blf-0031005248,521320,2940,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,,,1,,,,,
360G-blf-0031005298,524740,26734,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
360G-blf-0031005245,1137939,120300,,1,,1,,,,,,1,,,1,,,,,1,1,1,1,1,,1,,,,,,1,,,1,
360G-blf-0031005265,1124020,167913,,1,,1,1,,,,1,,,,,,,1,,1,,1,,,,,,,,,,1,,,,
360G-blf-0031005256,268942,,,1,1,1,,,,,1,1,,1,1,,,1,,1,1,1,,1,,1,,,,1,1,1,,1,1,
360G-blf-0031005261,1122704,56851,,1,,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,1,1
360G-blf-0031005215,1073443,202954,,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,1,1
360G-blf-0031005267,1058307,268156,,1,1,1,1,,1,,,,,,1,,,,,1,1,1,1,1,1,1,,,,,,1,1,1,,
360G-blf-0031005303,1143189,294598,,1,1,,,,,,,,,1,1,,,,,1,1,1,,,1,1,,,,,,1,1,1,,
360G-blf-0031005243,1013584,144065,1,,,,1,,,1,,,,,,,,,,,,,,,,1,,1,,,,1,,,,
360G-blf-0031005269,304885,38027,,,,,,,,,1,1,,,,,,1,,1,1,1,,,1,,,,,,1,,,,,
360G-blf-0031005292,1154510,400488,,1,1,,1,,1,,,,,,,1,,,,,,1,,,1,,,,,,,1,1,,,
360G-blf-0031005240,1037734,271552,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0031006143,1048996,2860023,1,1,1,,1,,,,,1,,,1,,,,,1,,,,,,1,,,,1,1,1,1,,,1
360G-blf-0031005217,1162441,0,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
360G-blf-0031005424,1157115,20000,,,,1,,,,,1,1,,,,,,1,,1,1,1,,,,1,,,,,1,1,,,,1
360G-blf-0031005422,1148120,8032,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
360G-blf-0031005359,304515,8428,1,,,,,,,,,1,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-0031007526,522396,79989,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-0031005364,206003,973153,1,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,1,,1,
360G-blf-0031005373,1121582,21558,,,,,1,,,,,,,,1,,,,1,,,1,1,,,,,,,1,,,1,,,
360G-blf-0031005410,270978,355,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,
360G-blf-0031005428,1153706,2916,,,,,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,
360G-blf-0031005423,1151111,69723,1,1,1,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,
360G-blf-0031005401,1140190,136603,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,
360G-blf-0031005432,517589,134694,1,1,,1,,,,,,,,,,,,,,,1,1,,1,1,1,,,,1,1,1,1,,,
360G-blf-0031005343,1148034,6400,,,1,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,1,1,1,1,
360G-blf-0031005369,1138933,28006,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
360G-blf-0031005354,300780,9401,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031005365,1145028,122996,1,1,1,,,,,,,1,,,,,,,,1,1,1,,,,1,,,,,,1,1,,,
360G-blf-0031005371,900107,114857,,1,,,,,,,,,,1,1,,,,,1,1,1,,1,1,1,,,,1,1,,1,,1,1
360G-blf-0031005355,1077798,1538189,1,,,,1,,1,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,
360G-blf-0031005345,289848,123753,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,,1,1,,,
360G-blf-0031005366,1114353,23921,,1,1,,1,,,,1,,,1,,,1,1,,1,1,,1,1,1,,,,,1,1,1,1,1,,
360G-blf-0031005374,1098714,489778,1,1,,,1,,,,,,,1,1,,,,,1,1,1,,1,,1,,,,1,,1,,,,
360G-blf-0031005389,1153799,5845,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,1,,,
360G-blf-0031005341,1109863,131528,1,1,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,1,1,,,
360G-blf-0031007833,1036620,,,1,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,1,,,,
360G-blf-0031005349,301170,49110,1,1,1,,,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,,,
360G-blf-0031005375,523096,21177,,1,,,,,,,1,1,,,1,,,1,,1,1,,,1,,1,,,,,1,,,,,
360G-blf-0031005347,284881,2459994,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,
360G-blf-0031005362,1056310,172493,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,1,,,,
360G-blf-0031005458,SC042568,41313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005473,SC040007,4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005442,SC012372,10078632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005457,SC044474,32991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005460,SC043527,12587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005445,SC039881,105174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005440,SC006595,537255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005448,SC037751,22312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005451,SC033424,60574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005444,SC040335,2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031005461,SC001748,314904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031006864,516691,,1,1,1,1,,,,,1,1,,,,,,,,,1,1,,1,,1,,,,1,1,1,1,,1,
360G-blf-0031005541,1108397,,,1,1,1,1,,,,,,,,,,,,1,1,,1,,,1,,,,,1,,1,1,,,
360G-blf-0031005584,1153179,137996,1,1,1,,,,,,,,,,1,1,,,,1,1,1,1,1,,1,,1,1,1,1,1,1,,,
360G-blf-0031005781,1062692,375974,1,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,1,1,,,
360G-blf-0031005812,1125763,112456,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,
360G-blf-0031005765,1137467,72368,,1,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,1,1,,,1,
360G-blf-0031005761,281535,44766,1,1,,,1,,,,,1,,,,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0031005518,219823,22534,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
360G-blf-0031005782,1123216,66389,,1,,,1,,,1,,,,,,,,,,1,,,,1,,,1,,,,1,1,,,,
360G-blf-0031005779,1098620,3753,,1,1,,1,,,,1,1,,,1,,,,,1,1,1,1,1,,1,,,,1,,,1,,,
360G-blf-0031005770,304714,33658,1,,,,,,,,,1,,,,,,1,,1,1,,,1,1,1,,,,,1,,,,1,
360G-blf-0031005549,510895,24654,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0031005552,201849,8640,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031005535,1122124,0,,,,,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,1
360G-blf-0031005546,1052667,135422,1,1,,,,,,1,1,,,,,,,,1,1,,,,,,1,,,,,,1,1,,,
360G-blf-0031005536,1118721,62713,,1,,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,1,1,,,
360G-blf-0031005534,1045464,235635,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
360G-blf-0031005806,1125695,1041611,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,
360G-blf-0031005554,1154405,102708,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,,,
360G-blf-0031006308,1010063,277305,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
360G-blf-0031005579,1112312,0,,1,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,,,
360G-blf-0031006866,1120185,41374,1,1,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,
360G-blf-0031005531,1087457,615142,1,1,,,1,,,,,,,,1,,,,1,,,,,1,,1,,1,,,,1,1,,1,
360G-blf-0031005749,1120716,38078,,1,,1,,,,,1,,,,,,,1,,1,1,1,,,,,,,,,1,1,,,,
360G-blf-0031005514,290838,3180,1,1,,,1,,1,,1,1,,,1,,,,,1,1,1,1,1,,1,,1,,,1,,1,1,,
360G-blf-0031005576,1068782,439939,1,1,,,1,,,1,,,,,,,,,,1,,1,,,,1,,,,1,,1,,,,
360G-blf-0031005764,1142923,39519,1,1,,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,1,1,1,1,,1,
360G-blf-0031006309,1150711,6970000,,1,1,,,,,,1,1,,,,,,1,,1,1,1,,,,1,,,,,1,1,,,,
360G-blf-0031005523,1065012,358870,,1,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360G-blf-0031007527,518580,108379,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,
360G-blf-0031005810,1104838,18420,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,1,
360G-blf-0031005572,1161279,0,1,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,1,,,
360G-blf-0031005805,1082079,266053,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,,,
360G-blf-0031005529,1077687,264982,1,1,1,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,1,1,,,
360G-blf-0031005792,1150441,39964,1,1,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,
360G-blf-0031005559,277287,1482111,1,1,,,,,,,,,1,1,1,,,1,,1,1,1,,,,1,,,,,1,1,1,,,
360G-blf-0031005593,1148517,,,1,1,1,,,,,1,,,,,,,,,,,1,,,,1,,,,1,1,1,1,,,
360G-blf-0031005544,1060840,10083,,1,,,,,,,,,,1,,,,,,1,1,1,,1,1,1,,,,1,1,1,1,1,,1
360G-blf-0031005766,1119170,172042,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,
360G-blf-0031005532,271519,5088811,,1,,1,,,1,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,,,
360G-blf-0031005788,1087686,9738,,1,,1,,,,,,,,1,1,,,,,,1,1,,,,1,,,,1,1,,,,,
